DPC/ISR Enter Time (s),Type,Duration (Fragmented) (ms)
"90,462807400",Interrupt,"0,002800"
"90,462811400",DPC,"0,012100"
"90,481803500",Interrupt,"0,002200"
"90,481806900",DPC,"0,008100"
"90,962808000",Interrupt,"0,002900"
"90,962812100",DPC,"0,012200"
"90,981807700",Interrupt,"0,002300"
"90,981811100",DPC,"0,008000"
"91,462808600",Interrupt,"0,002900"
"91,462812700",DPC,"0,015500"
"91,481808300",Interrupt,"0,002500"
"91,481812100",DPC,"0,009000"
"91,962809100",Interrupt,"0,003200"
"91,962813500",DPC,"0,013600"
"91,981808500",Interrupt,"0,002400"
"91,981827800",DPC,"0,013500"
"92,462810500",Interrupt,"0,003200"
"92,462814900",DPC,"0,012000"
"92,481809400",Interrupt,"0,002200"
"92,481812800",DPC,"0,007800"
"92,962809900",Interrupt,"0,002800"
"92,962813900",DPC,"0,012400"
"92,981809900",Interrupt,"0,002200"
"92,981813300",DPC,"0,007300"
"93,462810700",Interrupt,"0,003600"
"93,462815400",DPC,"0,015800"
"93,481810400",Interrupt,"0,002200"
"93,481813800",DPC,"0,008200"
"93,962810500",Interrupt,"0,003200"
"93,962816800",DPC,"0,012300"
"93,981810800",Interrupt,"0,002500"
"93,981814500",DPC,"0,007700"
"94,462811000",Interrupt,"0,003000"
"94,462879700",DPC,"0,016600"
"94,481812500",Interrupt,"0,002200"
"94,481815900",DPC,"0,008000"
"94,962811800",Interrupt,"0,002800"
"94,962815700",DPC,"0,013600"
"94,981811800",Interrupt,"0,002500"
"94,981815500",DPC,"0,010100"
"95,462837000",Interrupt,"0,003900"
"95,462857600",DPC,"0,013000"
"95,481812500",Interrupt,"0,002500"
"95,481816100",DPC,"0,009700"
"95,962837900",Interrupt,"0,002700"
"95,962866100",DPC,"0,016100"
"95,981813000",Interrupt,"0,003200"
"95,981817400",DPC,"0,010400"
"96,462813200",Interrupt,"0,002800"
"96,462817100",DPC,"0,011800"
"96,481813300",Interrupt,"0,002400"
"96,481816800",DPC,"0,008000"
"96,962813800",Interrupt,"0,002600"
"96,962817600",DPC,"0,012100"
"96,981814800",Interrupt,"0,002400"
"96,981818500",DPC,"0,011200"
"97,462814100",Interrupt,"0,003200"
"97,462818500",DPC,"0,013500"
"97,481813900",Interrupt,"0,002400"
"97,481817500",DPC,"0,007700"
"97,962814900",Interrupt,"0,003200"
"97,962819300",DPC,"0,012100"
"97,981814400",Interrupt,"0,002500"
"97,981818100",DPC,"0,008300"
"98,462815200",Interrupt,"0,002800"
"98,462819100",DPC,"0,012100"
"98,481815200",Interrupt,"0,002300"
"98,481818700",DPC,"0,009200"
"98,962815600",Interrupt,"0,002700"
"98,962819500",DPC,"0,011600"
"98,981815400",Interrupt,"0,002200"
"98,981818800",DPC,"0,007700"
"99,462816000",Interrupt,"0,002900"
"99,462821500",DPC,"0,013500"
"99,481816300",Interrupt,"0,002800"
"99,481820200",DPC,"0,011200"
"99,962816700",Interrupt,"0,002900"
"99,962820700",DPC,"0,012600"
"99,981822600",Interrupt,"0,001800"
"99,981880800",DPC,"0,012400"
"100,462817000",Interrupt,"0,003000"
"100,462821100",DPC,"0,011900"
"100,481825700",Interrupt,"0,002300"
"100,481867000",DPC,"0,017300"
"100,962817900",Interrupt,"0,002700"
"100,962821900",DPC,
"100,981818400",Interrupt,"0,002400"
"100,981821900",DPC,"0,008900"
"101,462818100",Interrupt,"0,002800"
"101,462822000",DPC,"0,013400"
"101,481818000",Interrupt,"0,002500"
"101,481821700",DPC,"0,011300"
"101,962818600",Interrupt,"0,003000"
"101,962822700",DPC,"0,012000"
"101,981818300",Interrupt,"0,002200"
"101,981821700",DPC,"0,008500"
"102,462818600",Interrupt,"0,003400"
"102,462825500",DPC,"0,012500"
"102,481818500",Interrupt,"0,002500"
"102,481835500",DPC,"0,016600"
"102,962823500",Interrupt,"0,002700"
"102,962827500",DPC,"0,012200"
"102,981820000",Interrupt,"0,002200"
"102,981823400",DPC,"0,008100"
"103,462819900",Interrupt,"0,002900"
"103,462823900",DPC,
"103,481819900",Interrupt,"0,002600"
"103,481823600",DPC,"0,011200"
"103,962820500",Interrupt,"0,002600"
"103,962824300",DPC,"0,012300"
"103,981820400",Interrupt,"0,002200"
"103,981823800",DPC,"0,007900"
"104,462821300",Interrupt,"0,003100"
"104,462825600",DPC,"0,012100"
"104,481820900",Interrupt,"0,002500"
"104,481824600",DPC,"0,009600"
"104,962821500",Interrupt,"0,002900"
"104,962825500",DPC,"0,012700"
"104,981821200",Interrupt,"0,002300"
"104,981824600",DPC,"0,008200"
"105,462822000",Interrupt,"0,003100"
"105,462826300",DPC,"0,013900"
"105,481822000",Interrupt,"0,002700"
"105,481825900",DPC,"0,011300"
"105,962830700",Interrupt,"0,002600"
"105,962852800",DPC,"0,012100"
"105,981822600",Interrupt,"0,002800"
"105,981826700",DPC,"0,007900"
"106,462848800",Interrupt,"0,002600"
"106,462884600",DPC,
"106,481823000",Interrupt,"0,002300"
"106,481826500",DPC,"0,008800"
"106,962823300",Interrupt,"0,002600"
"106,962827100",DPC,"0,011600"
"106,981823500",Interrupt,"0,002500"
"106,981827100",DPC,"0,007500"
"107,462823700",Interrupt,"0,003200"
"107,462828000",DPC,
"107,481824700",Interrupt,"0,002200"
"107,481828100",DPC,"0,008200"
"107,962824300",Interrupt,"0,002700"
"107,962828200",DPC,"0,012000"
"107,981824300",Interrupt,"0,002600"
"107,981828100",DPC,"0,011000"
"108,462824800",Interrupt,"0,002800"
"108,462828800",DPC,"0,011900"
"108,481824700",Interrupt,"0,002600"
"108,481828500",DPC,"0,007300"
"108,962825100",Interrupt,"0,002800"
"108,962829100",DPC,"0,011700"
"108,981824800",Interrupt,"0,002200"
"108,981828100",DPC,"0,008200"
"109,462825700",Interrupt,"0,003100"
"109,462834800",DPC,"0,013300"
"109,481825600",Interrupt,"0,002200"
"109,481829100",DPC,"0,007700"
"109,962827300",Interrupt,"0,002700"
"109,962831200",DPC,"0,012300"
"109,981826300",Interrupt,"0,002200"
"109,981829700",DPC,"0,007300"
"110,462826700",Interrupt,"0,003000"
"110,462830900",DPC,"0,012500"
"110,481826800",Interrupt,"0,002300"
"110,481830200",DPC,"0,008300"
"110,962823300",Interrupt,"0,002500"
"110,962827000",DPC,"0,012200"
"110,981834200",Interrupt,"0,003400"
"110,981844400",DPC,"0,015400"
"111,462827600",Interrupt,"0,003100"
"111,462831900",DPC,"0,013300"
"111,481832300",Interrupt,"0,001800"
"111,481840800",DPC,"0,007800"
"111,962828200",Interrupt,"0,002900"
"111,962832200",DPC,"0,015500"
"111,981828200",Interrupt,"0,002100"
"111,981831500",DPC,"0,007600"
"112,462828700",Interrupt,"0,002900"
"112,462832800",DPC,"0,012500"
"112,481828400",Interrupt,"0,002300"
"112,481831800",DPC,"0,008000"
"112,962829500",Interrupt,"0,002800"
"112,962833800",DPC,"0,012100"
"112,981828900",Interrupt,"0,002000"
"112,981861600",DPC,"0,008200"
"113,462829500",Interrupt,"0,003200"
"113,462833900",DPC,"0,014500"
"113,481829500",Interrupt,"0,002200"
"113,481832800",DPC,"0,008200"
"113,962830000",Interrupt,"0,002800"
"113,962834000",DPC,"0,012300"
"113,981829900",Interrupt,"0,002400"
"113,981833500",DPC,"0,008000"
"114,462830600",Interrupt,"0,002900"
"114,462834700",DPC,"0,012000"
"114,481830700",Interrupt,"0,003000"
"114,481835200",DPC,"0,008100"
"114,962831400",Interrupt,"0,002900"
"114,962835500",DPC,"0,011600"
"114,981831000",Interrupt,"0,002400"
"114,981834500",DPC,"0,007900"
"115,462831400",Interrupt,"0,003100"
"115,462835800",DPC,"0,013400"
"115,481831300",Interrupt,"0,002300"
"115,481834700",DPC,"0,007700"
"115,962832000",Interrupt,"0,002700"
"115,962835900",DPC,"0,012500"
"115,981832000",Interrupt,"0,002300"
"115,981835400",DPC,"0,007100"
"116,462833500",Interrupt,"0,002900"
"116,462837500",DPC,"0,012300"
"116,481832400",Interrupt,"0,002200"
"116,481835800",DPC,"0,007300"
"116,962850000",Interrupt,"0,002400"
"116,962878600",DPC,"0,012300"
"116,981832700",Interrupt,"0,002900"
"116,981836800",DPC,"0,010900"
"117,462833400",Interrupt,"0,002800"
"117,462837400",DPC,"0,013100"
"117,481833200",Interrupt,"0,002200"
"117,481836500",DPC,"0,008000"
"117,962834000",Interrupt,"0,002800"
"117,962838000",DPC,"0,012600"
"117,981833600",Interrupt,"0,002700"
"117,981837500",DPC,"0,011300"
"118,462834500",Interrupt,"0,003000"
"118,462838800",DPC,"0,013200"
"118,481834400",Interrupt,"0,002300"
"118,481838000",DPC,"0,008200"
"118,962849200",Interrupt,"0,003800"
"118,962870100",DPC,"0,013300"
"118,981834500",Interrupt,"0,003600"
"118,981847700",DPC,
"119,462835500",Interrupt,"0,003000"
"119,462839800",DPC,"0,014600"
"119,481834600",Interrupt,"0,004200"
"119,482185400",DPC,"0,010200"
"119,962836000",Interrupt,"0,003400"
"119,962840600",DPC,"0,014100"
"119,981841800",Interrupt,"0,002300"
"119,981879000",DPC,"0,011300"
"120,462836500",Interrupt,"0,002900"
"120,462840600",DPC,"0,012600"
"120,481836300",Interrupt,"0,002400"
"120,481839800",DPC,"0,013700"
"120,962837300",Interrupt,"0,002900"
"120,962841300",DPC,"0,012200"
"120,981838700",Interrupt,"0,002200"
"120,981877100",DPC,"0,012800"
"121,462837100",Interrupt,"0,003000"
"121,462841300",DPC,"0,013100"
"121,481837300",Interrupt,"0,002300"
"121,481840800",DPC,"0,009100"
"121,962837700",Interrupt,"0,002700"
"121,962841600",DPC,"0,012300"
"121,981837700",Interrupt,"0,002800"
"121,981841700",DPC,"0,011500"
"122,462838200",Interrupt,"0,002800"
"122,462842200",DPC,"0,012300"
"122,481837900",Interrupt,"0,002300"
"122,481841300",DPC,"0,008500"
"122,962839900",Interrupt,"0,003000"
"122,962844100",DPC,"0,012600"
"122,981838500",Interrupt,"0,002700"
"122,981842400",DPC,"0,011300"
"123,462839100",Interrupt,"0,003000"
"123,462843200",DPC,"0,014400"
"123,481838800",Interrupt,"0,003000"
"123,481848200",DPC,"0,008500"
"123,962839600",Interrupt,"0,002900"
"123,962843800",DPC,"0,012100"
"123,981839500",Interrupt,"0,002600"
"123,981843300",DPC,"0,011400"
"124,462840100",Interrupt,"0,003100"
"124,462844300",DPC,"0,012400"
"124,481840300",Interrupt,"0,001800"
"124,481848500",DPC,"0,008000"
"124,962840600",Interrupt,"0,002600"
"124,962844400",DPC,"0,011800"
"124,981841600",Interrupt,"0,002600"
"124,981845400",DPC,"0,012600"
"125,462841000",Interrupt,"0,003200"
"125,462845300",DPC,"0,013500"
"125,481841100",Interrupt,"0,002200"
"125,481844400",DPC,"0,008100"
"125,962841500",Interrupt,"0,002700"
"125,962845400",DPC,"0,011400"
"125,981841600",Interrupt,"0,002500"
"125,981845300",DPC,"0,010600"
"126,462842200",Interrupt,"0,002900"
"126,462846200",DPC,"0,012600"
"126,481852400",Interrupt,"0,001700"
"126,481861200",DPC,"0,013400"
"126,962842500",Interrupt,"0,002900"
"126,962846700",DPC,"0,011700"
"126,981842500",Interrupt,"0,003200"
"126,981846900",DPC,"0,010900"
"127,462856700",Interrupt,"0,002700"
"127,462885300",DPC,"0,014000"
"127,481843000",Interrupt,"0,002000"
"127,481846300",DPC,"0,007900"
"127,962843600",Interrupt,"0,002900"
"127,962847700",DPC,"0,012300"
"127,981843400",Interrupt,"0,002300"
"127,981847000",DPC,"0,007600"
"128,462843900",Interrupt,"0,002900"
"128,462848000",DPC,"0,012200"
"128,481843900",Interrupt,"0,002400"
"128,481847400",DPC,"0,010700"
"128,962844400",Interrupt,"0,002700"
"128,962848200",DPC,"0,011500"
"128,981844300",Interrupt,"0,002400"
"128,981847900",DPC,"0,008500"
"129,462844900",Interrupt,"0,003100"
"129,462849200",DPC,"0,013200"
"129,481844500",Interrupt,"0,003400"
"129,481852500",DPC,"0,008600"
"129,962845500",Interrupt,"0,003700"
"129,962850400",DPC,"0,011600"
"129,981845300",Interrupt,"0,002300"
"129,981848800",DPC,
"130,462846100",Interrupt,"0,003200"
"130,462850400",DPC,"0,012500"
"130,481845900",Interrupt,"0,002200"
"130,481849200",DPC,"0,007800"
"130,962846500",Interrupt,
"130,962855600",DPC,"0,011700"
"130,981852500",Interrupt,"0,001800"
"130,981861800",DPC,"0,007700"
"131,462847000",Interrupt,"0,002900"
"131,462851100",DPC,"0,012500"
"131,481847900",Interrupt,"0,002500"
"131,481851500",DPC,"0,010300"
"131,962847400",Interrupt,"0,003000"
"131,962851800",DPC,"0,011800"
"131,981847200",Interrupt,"0,002300"
"131,981850600",DPC,"0,007700"
"132,462848000",Interrupt,"0,002700"
"132,462851900",DPC,"0,012800"
"132,481847500",Interrupt,"0,002900"
"132,481851600",DPC,"0,009100"
"132,962848400",Interrupt,"0,002800"
"132,962852300",DPC,"0,011900"
"132,981848300",Interrupt,"0,002200"
"132,981851700",DPC,"0,008500"
"133,462849100",Interrupt,"0,004000"
"133,462854300",DPC,"0,013800"
"133,481848500",Interrupt,"0,002300"
"133,481851900",DPC,"0,008100"
"133,962849200",Interrupt,"0,002600"
"133,962853000",DPC,"0,011800"
"133,981848900",Interrupt,"0,002400"
"133,981852900",DPC,"0,007400"
"134,462849800",Interrupt,"0,003000"
"134,462853900",DPC,"0,012500"
"134,481849600",Interrupt,"0,002300"
"134,481853100",DPC,"0,008200"
"134,962850300",Interrupt,"0,002700"
"134,962854200",DPC,"0,011600"
"134,981849900",Interrupt,"0,002200"
"134,981853400",DPC,"0,008000"
"135,462850600",Interrupt,"0,003300"
"135,462855100",DPC,"0,014600"
"135,481850800",Interrupt,"0,002200"
"135,481854300",DPC,"0,007700"
"135,962851300",Interrupt,"0,003000"
"135,962855500",DPC,"0,012200"
"135,981850900",Interrupt,"0,002400"
"135,981854500",DPC,"0,008900"
"136,462851900",Interrupt,"0,002900"
"136,462856100",DPC,"0,012800"
"136,481847600",Interrupt,"0,002400"
"136,481851200",DPC,"0,009900"
"136,962852000",Interrupt,"0,002800"
"136,962856000",DPC,"0,012300"
"136,981852400",Interrupt,"0,002400"
"136,981856000",DPC,"0,007900"
"137,462852800",Interrupt,"0,003700"
"137,462857600",DPC,"0,016700"
"137,481852600",Interrupt,"0,003000"
"137,481856800",DPC,"0,012300"
"137,962865200",Interrupt,"0,003000"
"137,962895500",DPC,"0,012400"
"137,981854100",Interrupt,"0,002500"
"137,981857800",DPC,"0,007800"
"138,462853400",Interrupt,"0,002800"
"138,462857400",DPC,
"138,481849500",Interrupt,"0,002200"
"138,481852900",DPC,"0,007500"
"138,962854300",Interrupt,"0,002800"
"138,962858300",DPC,"0,011900"
"138,981853900",Interrupt,"0,002200"
"138,981857200",DPC,"0,007300"
"139,462867400",Interrupt,"0,003900"
"139,462887300",DPC,"0,013600"
"139,481854400",Interrupt,"0,002700"
"139,481858400",DPC,"0,011100"
"139,962855100",Interrupt,"0,002700"
"139,962859000",DPC,"0,012600"
"139,981855000",Interrupt,"0,002200"
"139,981858400",DPC,"0,007400"
"140,462856700",Interrupt,"0,003000"
"140,462860800",DPC,
"140,481855500",Interrupt,"0,002500"
"140,481859100",DPC,"0,011000"
"140,962855900",Interrupt,"0,002700"
"140,962859700",DPC,"0,012500"
"140,981855900",Interrupt,"0,002200"
"140,981859200",DPC,"0,007400"
"141,462856300",Interrupt,"0,002900"
"141,462860400",DPC,"0,014900"
"141,481856800",Interrupt,"0,002700"
"141,481860600",DPC,"0,011500"
"141,962857000",Interrupt,"0,002700"
"141,962860900",DPC,"0,012800"
"141,981857000",Interrupt,"0,002100"
"141,981860300",DPC,"0,007600"
"142,462857400",Interrupt,"0,003000"
"142,462861600",DPC,"0,012100"
"142,481857500",Interrupt,"0,002300"
"142,481861000",DPC,"0,007700"
"142,962865100",Interrupt,"0,004100"
"142,962886000",DPC,"0,012900"
"142,981857500",Interrupt,"0,002100"
"142,981860800",DPC,"0,007700"
"143,462858400",Interrupt,"0,003300"
"143,462862900",DPC,"0,013300"
"143,481858400",Interrupt,"0,002300"
"143,481861900",DPC,"0,008900"
"143,962872000",Interrupt,"0,003900"
"143,962891400",DPC,"0,012300"
"143,981858900",Interrupt,"0,002300"
"143,981862400",DPC,"0,008400"
"144,462866100",Interrupt,"0,004300"
"144,462877600",DPC,"0,016000"
"144,481860400",Interrupt,"0,002200"
"144,481863700",DPC,"0,007500"
"144,962859900",Interrupt,"0,002500"
"144,962863600",DPC,"0,011600"
"144,981859700",Interrupt,"0,002200"
"144,981863100",DPC,"0,008100"
"145,462860300",Interrupt,"0,003000"
"145,462864400",DPC,"0,012700"
"145,481860500",Interrupt,"0,002600"
"145,481864300",DPC,"0,010700"
"145,962860800",Interrupt,"0,002700"
"145,962864600",DPC,"0,011700"
"145,981861100",Interrupt,"0,002200"
"145,981864500",DPC,"0,007700"
"146,462861300",Interrupt,"0,003000"
"146,462865400",DPC,"0,012200"
"146,481861200",Interrupt,"0,002200"
"146,481864600",DPC,"0,008100"
"146,962862700",Interrupt,"0,002600"
"146,962866500",DPC,"0,011700"
"146,981861400",Interrupt,"0,002200"
"146,981864700",DPC,"0,007300"
"147,462862200",Interrupt,"0,003000"
"147,462866400",DPC,"0,013300"
"147,481862400",Interrupt,"0,002500"
"147,481866100",DPC,"0,008100"
"147,962862700",Interrupt,"0,002600"
"147,962866500",DPC,"0,011600"
"147,981862500",Interrupt,"0,002100"
"147,981865800",DPC,"0,007300"
"148,462870200",Interrupt,"0,002700"
"148,462898500",DPC,"0,012400"
"148,481863600",Interrupt,"0,002300"
"148,481867100",DPC,"0,008800"
"148,962863500",Interrupt,"0,002700"
"148,962867400",DPC,"0,012000"
"148,981864100",Interrupt,"0,002100"
"148,981867300",DPC,"0,007300"
"149,462864100",Interrupt,"0,003100"
"149,462868400",DPC,
"149,481864100",Interrupt,"0,002300"
"149,481867600",DPC,"0,008600"
"149,962864700",Interrupt,"0,002800"
"149,962868600",DPC,"0,011900"
"149,981864500",Interrupt,"0,002300"
"149,981868000",DPC,"0,008100"
"150,462865200",Interrupt,"0,003000"
"150,462869400",DPC,"0,012400"
"150,481864900",Interrupt,"0,002400"
"150,481868500",DPC,"0,008200"
"150,962865500",Interrupt,"0,002700"
"150,962869400",DPC,"0,011700"
"150,981866000",Interrupt,"0,002400"
"150,981869600",DPC,"0,008000"
"151,462865900",Interrupt,"0,003000"
"151,462870000",DPC,
"151,481866200",Interrupt,"0,002500"
"151,481869800",DPC,"0,008500"
"151,962866600",Interrupt,"0,002600"
"151,962870500",DPC,"0,014300"
"151,981866400",Interrupt,"0,002300"
"151,981869900",DPC,"0,007900"
"152,462867000",Interrupt,"0,002900"
"152,462871100",DPC,"0,011600"
"152,481867000",Interrupt,"0,002800"
"152,481870900",DPC,"0,008900"
"152,962867100",Interrupt,"0,002800"
"152,962875400",DPC,"0,011600"
"152,981867500",Interrupt,"0,002100"
"152,981870800",DPC,"0,007900"
"153,462878600",Interrupt,"0,002700"
"153,462915800",DPC,"0,020200"
"153,481867900",Interrupt,"0,002600"
"153,481871700",DPC,"0,009800"
"153,962868400",Interrupt,"0,002700"
"153,962872300",DPC,"0,012800"
"153,981868200",Interrupt,"0,002200"
"153,981871600",DPC,"0,007800"
"154,462869000",Interrupt,"0,002800"
"154,462873000",DPC,"0,011900"
"154,481869200",Interrupt,"0,002300"
"154,481872700",DPC,"0,007900"
"154,962869300",Interrupt,"0,002800"
"154,962889000",DPC,"0,014600"
"154,981869200",Interrupt,"0,002100"
"154,981872500",DPC,"0,007000"
"155,462875700",Interrupt,"0,002600"
"155,462885400",DPC,"0,017500"
"155,481871400",Interrupt,"0,003600"
"155,481894400",DPC,"0,013600"
"155,962870400",Interrupt,"0,002700"
"155,962874300",DPC,"0,012600"
"155,981870500",Interrupt,"0,004500"
"155,981964500",DPC,"0,016500"
"156,462870900",Interrupt,"0,002900"
"156,462874900",DPC,"0,012000"
"156,481871000",Interrupt,"0,002300"
"156,481874500",DPC,"0,007900"
"156,962871300",Interrupt,"0,002700"
"156,962875100",DPC,"0,012300"
"156,981898100",Interrupt,"0,003100"
"156,981921000",DPC,"0,007600"
"157,462871700",Interrupt,"0,002900"
"157,462875700",DPC,"0,012900"
"157,481871300",Interrupt,"0,001900"
"157,481874400",DPC,"0,008100"
"157,962872100",Interrupt,"0,002800"
"157,962876000",DPC,"0,017000"
"157,981897300",Interrupt,"0,004100"
"157,981917000",DPC,"0,011000"
"158,462872800",Interrupt,"0,003400"
"158,462877400",DPC,"0,016500"
"158,481872900",Interrupt,"0,002100"
"158,481876200",DPC,"0,007600"
"158,962877200",Interrupt,"0,002400"
"158,962905400",DPC,"0,012600"
"158,981873000",Interrupt,"0,002600"
"158,981876800",DPC,"0,011000"
"159,462873600",Interrupt,"0,002700"
"159,462877500",DPC,"0,013000"
"159,481882100",Interrupt,"0,002100"
"159,481894700",DPC,"0,012100"
"159,962875400",Interrupt,"0,002900"
"159,962879400",DPC,"0,012600"
"159,981874600",Interrupt,"0,002900"
"159,981878700",DPC,"0,011000"
"160,462874800",Interrupt,"0,002800"
"160,462878700",DPC,"0,011900"
"160,481874600",Interrupt,"0,002100"
"160,481877900",DPC,"0,007300"
"160,962875200",Interrupt,"0,002800"
"160,962879200",DPC,"0,012300"
"160,981879500",Interrupt,"0,002400"
"160,981903500",DPC,"0,010500"
"161,462875500",Interrupt,"0,003200"
"161,462879900",DPC,"0,015900"
"161,481875300",Interrupt,"0,003000"
"161,481880300",DPC,
"161,962876300",Interrupt,"0,003300"
"161,962880800",DPC,"0,012900"
"161,981877500",Interrupt,"0,002300"
"161,981881100",DPC,"0,007500"
"162,462876700",Interrupt,"0,003000"
"162,462880800",DPC,
"162,481876900",Interrupt,"0,002500"
"162,481880500",DPC,"0,008400"
"162,962885000",Interrupt,"0,004200"
"162,962905800",DPC,"0,012800"
"162,981877500",Interrupt,"0,002200"
"162,981880800",DPC,"0,007700"
"163,462892800",Interrupt,"0,004100"
"163,462912800",DPC,"0,013100"
"163,481877500",Interrupt,"0,002400"
"163,481881000",DPC,"0,009700"
"163,962883600",Interrupt,"0,002400"
"163,962943300",DPC,"0,016600"
"163,981877700",Interrupt,"0,002300"
"163,981881200",DPC,"0,008000"
"164,462878600",Interrupt,"0,002700"
"164,462882500",DPC,"0,011900"
"164,481878500",Interrupt,"0,002500"
"164,481882200",DPC,"0,010700"
"164,962879000",Interrupt,"0,003000"
"164,962883100",DPC,"0,012200"
"164,981879000",Interrupt,"0,002600"
"164,981882700",DPC,"0,007900"
"165,462879500",Interrupt,"0,002900"
"165,462883600",DPC,"0,012600"
"165,481879400",Interrupt,"0,002300"
"165,481882900",DPC,"0,007200"
"165,962880100",Interrupt,"0,002800"
"165,962884100",DPC,"0,012400"
"165,981879800",Interrupt,"0,002300"
"165,981883200",DPC,"0,008300"
"166,462880600",Interrupt,"0,002700"
"166,462884500",DPC,"0,011600"
"166,481880200",Interrupt,"0,002200"
"166,481883600",DPC,"0,007700"
"166,962881000",Interrupt,"0,002700"
"166,962884800",DPC,"0,012200"
"166,981880900",Interrupt,"0,002200"
"166,981884300",DPC,"0,008100"
"167,462881300",Interrupt,"0,002800"
"167,462885400",DPC,"0,013000"
"167,481881300",Interrupt,"0,002400"
"167,481884900",DPC,"0,007600"
"167,962881500",Interrupt,"0,003400"
"167,962891700",DPC,"0,012300"
"167,981881900",Interrupt,"0,002200"
"167,981885200",DPC,"0,007300"
"168,462882400",Interrupt,"0,002800"
"168,462901700",DPC,"0,014800"
"168,481883400",Interrupt,"0,002300"
"168,481886800",DPC,"0,008300"
"168,962882800",Interrupt,"0,002700"
"168,962886800",DPC,"0,011800"
"168,981882900",Interrupt,"0,002200"
"168,981886200",DPC,"0,007400"
"169,462883000",Interrupt,"0,003100"
"169,462911700",DPC,
"169,481883400",Interrupt,"0,002400"
"169,481886900",DPC,"0,007800"
"169,962883800",Interrupt,"0,003000"
"169,962888000",DPC,"0,012600"
"169,981883800",Interrupt,"0,002300"
"169,981887200",DPC,"0,007600"
"170,462884400",Interrupt,"0,003000"
"170,462888700",DPC,"0,012200"
"170,481884300",Interrupt,"0,002200"
"170,481887600",DPC,"0,007700"
"170,962884700",Interrupt,"0,002600"
"170,962916800",DPC,"0,012200"
"170,981884700",Interrupt,"0,002300"
"170,981888200",DPC,"0,008600"
"171,462884700",Interrupt,"0,003300"
"171,462891400",DPC,"0,013000"
"171,481885200",Interrupt,"0,002200"
"171,481888600",DPC,"0,007300"
"171,962885600",Interrupt,"0,002700"
"171,962889500",DPC,"0,012100"
"171,981885400",Interrupt,"0,002400"
"171,981888900",DPC,"0,008300"
"172,462886200",Interrupt,"0,002800"
"172,462890100",DPC,"0,012000"
"172,481901600",Interrupt,"0,001800"
"172,481962000",DPC,"0,012000"
"172,962886600",Interrupt,"0,002700"
"172,962890400",DPC,
"172,981886700",Interrupt,"0,002300"
"172,981890200",DPC,"0,008400"
"173,462887200",Interrupt,"0,003300"
"173,462891700",DPC,"0,012900"
"173,481887600",Interrupt,"0,002600"
"173,481891300",DPC,"0,009300"
"173,962887700",Interrupt,"0,002800"
"173,962891700",DPC,"0,012900"
"173,981887600",Interrupt,"0,002300"
"173,981891200",DPC,"0,009000"
"174,462888000",Interrupt,"0,003700"
"174,462893600",DPC,"0,012100"
"174,481887900",Interrupt,"0,002200"
"174,481891300",DPC,"0,007600"
"174,962888700",Interrupt,"0,002900"
"174,962892900",DPC,"0,011900"
"174,981889600",Interrupt,"0,002200"
"174,981892900",DPC,"0,007600"
"175,462889100",Interrupt,"0,002900"
"175,462893100",DPC,"0,012600"
"175,481888700",Interrupt,"0,002700"
"175,481892800",DPC,
"175,962890100",Interrupt,"0,004400"
"175,962895800",DPC,"0,014500"
"175,981904900",Interrupt,"0,003300"
"175,981942900",DPC,"0,013300"
"176,462890100",Interrupt,"0,002800"
"176,462894100",DPC,"0,011900"
"176,481890000",Interrupt,"0,002100"
"176,481893300",DPC,"0,008100"
"176,962890700",Interrupt,"0,003800"
"176,962895700",DPC,"0,012400"
"176,981890700",Interrupt,"0,002600"
"176,981894500",DPC,
"177,462892000",Interrupt,"0,002900"
"177,462896100",DPC,"0,012500"
"177,481891000",Interrupt,"0,002600"
"177,481894700",DPC,"0,009500"
"177,962891500",Interrupt,"0,003200"
"177,962895900",DPC,"0,013000"
"177,981891400",Interrupt,"0,002000"
"177,981894600",DPC,"0,008300"
"178,462891900",Interrupt,"0,002800"
"178,462895900",DPC,"0,012100"
"178,481892000",Interrupt,"0,002500"
"178,481895600",DPC,"0,011000"
"178,962892400",Interrupt,"0,002800"
"178,962896400",DPC,"0,012500"
"178,981892600",Interrupt,"0,002800"
"178,981896700",DPC,"0,010700"
"179,462893000",Interrupt,"0,003100"
"179,462897300",DPC,"0,013100"
"179,481893500",Interrupt,"0,002700"
"179,481897300",DPC,"0,011500"
"179,962894600",Interrupt,"0,003500"
"179,962919600",DPC,"0,012400"
"179,981893900",Interrupt,"0,002600"
"179,981897700",DPC,"0,008800"
"180,462893800",Interrupt,"0,002800"
"180,462897700",DPC,"0,012700"
"180,481893900",Interrupt,"0,002400"
"180,481897600",DPC,
"180,962894400",Interrupt,"0,002900"
"180,962898500",DPC,"0,012500"
"180,981894300",Interrupt,"0,003100"
"180,981898600",DPC,"0,008000"
"181,462894900",Interrupt,"0,003300"
"181,462899400",DPC,"0,015700"
"181,481894800",Interrupt,"0,002900"
"181,481898900",DPC,"0,011600"
"181,962902900",Interrupt,"0,002900"
"181,962912800",DPC,"0,016900"
"181,981895300",Interrupt,"0,002300"
"181,981898700",DPC,"0,007500"
"182,462895900",Interrupt,"0,003000"
"182,462916700",DPC,"0,013300"
"182,481895800",Interrupt,"0,002600"
"182,481899600",DPC,"0,011400"
