DPC/ISR Enter Time (s),Type,Duration (Fragmented) (ms)
"92,964323300",Interrupt,"0,004300"
"92,964328800",DPC,"0,029100"
"92,983323500",Interrupt,"0,003100"
"92,983327800",DPC,"0,014200"
"93,464323800",Interrupt,"0,003900"
"93,464328900",DPC,"0,028700"
"93,483323500",Interrupt,"0,003000"
"93,483327700",DPC,"0,014400"
"93,964324200",Interrupt,"0,004400"
"93,964329700",DPC,"0,028100"
"93,983325600",Interrupt,"0,003200"
"93,983330000",DPC,"0,016900"
"94,464324700",Interrupt,"0,004400"
"94,464330300",DPC,"0,029400"
"94,483324500",Interrupt,"0,002500"
"94,483328200",DPC,"0,013800"
"94,964325100",Interrupt,"0,004600"
"94,964330800",DPC,
"94,983325200",Interrupt,"0,003400"
"94,983329800",DPC,"0,017200"
"95,464325600",Interrupt,"0,004600"
"95,464331400",DPC,"0,029100"
"95,483325400",Interrupt,"0,002900"
"95,483329500",DPC,"0,014500"
"95,964338800",Interrupt,"0,004100"
"95,964348600",DPC,"0,025200"
"95,983326000",Interrupt,"0,003600"
"95,983330700",DPC,"0,017800"
"96,464326700",Interrupt,"0,004600"
"96,464332500",DPC,"0,028600"
"96,483326600",Interrupt,"0,002700"
"96,483330400",DPC,"0,015300"
"96,964327700",Interrupt,"0,004200"
"96,964361800",DPC,"0,033200"
"96,983326900",Interrupt,"0,002900"
"96,983331000",DPC,"0,015000"
"97,464327600",Interrupt,"0,004100"
"97,464332900",DPC,"0,028900"
"97,483358600",Interrupt,"0,002600"
"97,483386600",DPC,"0,019800"
"97,964327800",Interrupt,"0,006100"
"97,964340000",DPC,
"97,983329000",Interrupt,"0,003200"
"97,983339200",DPC,"0,022500"
"98,464328500",Interrupt,"0,004700"
"98,464334400",DPC,"0,028900"
"98,483328600",Interrupt,"0,003400"
"98,483333200",DPC,"0,016400"
"98,964329100",Interrupt,"0,004400"
"98,964334700",DPC,
"98,983329100",Interrupt,"0,002800"
"98,983333200",DPC,"0,019600"
"99,464329700",Interrupt,"0,004500"
"99,464335400",DPC,"0,029000"
"99,483328900",Interrupt,"0,003700"
"99,483334100",DPC,"0,015300"
"99,964329900",Interrupt,"0,004800"
"99,964335900",DPC,"0,028600"
"99,983330000",Interrupt,"0,003100"
"99,983334200",DPC,"0,016100"
"100,464330900",Interrupt,"0,004600"
"100,464336800",DPC,"0,028100"
"100,483331900",Interrupt,"0,002700"
"100,483335700",DPC,"0,020100"
"100,964331000",Interrupt,"0,004100"
"100,964336400",DPC,"0,028500"
"100,983331100",Interrupt,"0,003400"
"100,983335800",DPC,"0,015000"
"101,464331500",Interrupt,"0,004300"
"101,464337000",DPC,"0,028400"
"101,483331300",Interrupt,"0,002500"
"101,483350700",DPC,"0,014600"
"101,964331600",Interrupt,"0,005400"
"101,964375800",DPC,"0,029900"
"101,983331900",Interrupt,"0,003500"
"101,983336500",DPC,
"102,464332300",Interrupt,"0,004100"
"102,464337600",DPC,"0,028100"
"102,483332100",Interrupt,"0,002800"
"102,483336100",DPC,"0,015200"
"102,964332600",Interrupt,"0,006300"
"102,964343600",DPC,"0,024500"
"102,983336800",Interrupt,"0,005600"
"102,983349600",DPC,"0,017400"
"103,464333300",Interrupt,"0,004400"
"103,464338800",DPC,"0,028800"
"103,483332900",Interrupt,"0,003100"
"103,483337200",DPC,"0,014800"
"103,964333700",Interrupt,"0,004500"
"103,964351100",DPC,"0,024300"
"103,983346500",Interrupt,"0,003100"
"103,983356300",DPC,"0,015800"
"104,464334300",Interrupt,"0,004300"
"104,464339700",DPC,"0,028200"
"104,483334400",Interrupt,"0,003000"
"104,483338600",DPC,"0,017000"
"104,964334800",Interrupt,"0,003900"
"104,964339800",DPC,
"104,983334600",Interrupt,"0,004600"
"104,983340500",DPC,"0,017200"
"105,464335500",Interrupt,"0,004300"
"105,464341000",DPC,"0,029000"
"105,483335000",Interrupt,"0,003400"
"105,483340000",DPC,"0,015000"
"105,964335700",Interrupt,"0,004000"
"105,964340900",DPC,
"105,983339000",Interrupt,"0,002500"
"105,983362300",DPC,"0,014200"
"106,464336700",Interrupt,"0,004300"
"106,464342200",DPC,"0,028900"
"106,483335900",Interrupt,"0,003400"
"106,483340800",DPC,"0,014000"
"106,964337100",Interrupt,"0,004500"
"106,964342800",DPC,"0,028800"
"106,983337300",Interrupt,"0,003000"
"106,983343200",DPC,"0,014800"
"107,464337100",Interrupt,"0,005000"
"107,464343300",DPC,"0,028700"
"107,483336900",Interrupt,"0,003700"
"107,483341800",DPC,"0,018600"
"107,964337400",Interrupt,"0,004300"
"107,964342900",DPC,"0,028000"
"107,983337500",Interrupt,"0,003200"
"107,983382200",DPC,"0,022700"
"108,464338200",Interrupt,"0,004300"
"108,464343600",DPC,"0,028700"
"108,483338300",Interrupt,"0,003800"
"108,483343400",DPC,"0,018700"
"108,964338700",Interrupt,"0,004000"
"108,964343900",DPC,"0,028300"
"108,983338700",Interrupt,"0,003000"
"108,983342900",DPC,"0,016400"
"109,464345300",Interrupt,"0,004000"
"109,464356800",DPC,
"109,483339300",Interrupt,"0,004200"
"109,483344700",DPC,"0,018600"
"109,964339500",Interrupt,"0,004300"
"109,964345000",DPC,"0,028000"
"109,983339500",Interrupt,"0,002900"
"109,983343600",DPC,"0,014900"
"110,464340000",Interrupt,"0,004300"
"110,464345500",DPC,"0,029500"
"110,483339800",Interrupt,"0,003400"
"110,483344400",DPC,"0,018600"
"110,964340500",Interrupt,"0,004100"
"110,964345800",DPC,"0,029400"
"110,983340800",Interrupt,"0,003200"
"110,983345100",DPC,"0,014600"
"111,464341000",Interrupt,"0,004800"
"111,464347000",DPC,"0,028800"
"111,483346500",Interrupt,"0,003600"
"111,483357900",DPC,
"111,964337700",Interrupt,"0,004600"
"111,964343500",DPC,"0,029800"
"111,983341200",Interrupt,"0,002900"
"111,983345300",DPC,"0,016400"
"112,464341700",Interrupt,"0,005600"
"112,464370700",DPC,"0,025100"
"112,483342200",Interrupt,"0,002900"
"112,483346400",DPC,"0,014600"
"112,964343200",Interrupt,"0,004400"
"112,964350400",DPC,"0,026900"
"112,983342400",Interrupt,"0,002800"
"112,983346600",DPC,"0,012900"
"113,464342600",Interrupt,"0,005100"
"113,464349700",DPC,"0,028100"
"113,483350900",Interrupt,"0,002500"
"113,483374300",DPC,"0,011500"
"113,964343300",Interrupt,"0,004000"
"113,964348500",DPC,
"113,983343200",Interrupt,"0,002700"
"113,983347100",DPC,"0,011200"
"114,464344000",Interrupt,"0,004100"
"114,464349200",DPC,"0,028200"
"114,483343900",Interrupt,"0,002600"
"114,483347700",DPC,"0,011800"
"114,964344600",Interrupt,"0,004100"
"114,964350000",DPC,"0,027900"
"114,983344100",Interrupt,"0,002700"
"114,983348000",DPC,"0,011400"
"115,464345100",Interrupt,"0,004300"
"115,464366700",DPC,"0,025000"
"115,483344500",Interrupt,"0,003000"
"115,483348600",DPC,"0,013000"
"115,964346300",Interrupt,"0,007200"
"115,964355000",DPC,"0,026300"
"115,983345000",Interrupt,"0,004700"
"115,983367400",DPC,"0,011600"
"116,464345700",Interrupt,"0,004300"
"116,464351200",DPC,"0,028300"
"116,483345800",Interrupt,"0,002700"
"116,483349700",DPC,"0,012700"
"116,964346300",Interrupt,"0,004200"
"116,964351800",DPC,"0,028100"
"116,983346200",Interrupt,"0,004500"
"116,983352200",DPC,"0,014900"
"117,464350100",Interrupt,"0,004000"
"117,464359400",DPC,"0,024400"
"117,483346600",Interrupt,"0,003000"
"117,483350800",DPC,"0,014900"
"117,964347200",Interrupt,"0,004700"
"117,964368500",DPC,"0,023600"
"117,983347100",Interrupt,"0,002900"
"117,983351200",DPC,"0,013700"
"118,464347800",Interrupt,"0,004400"
"118,464353400",DPC,"0,028900"
"118,483352200",Interrupt,"0,002500"
"118,483416700",DPC,"0,017700"
"118,964348400",Interrupt,"0,004400"
"118,964354000",DPC,"0,028100"
"118,983348300",Interrupt,"0,002700"
"118,983352200",DPC,"0,013400"
"119,464349100",Interrupt,"0,004500"
"119,464354800",DPC,"0,028800"
"119,483348600",Interrupt,"0,003800"
"119,483353600",DPC,"0,013800"
"119,964349000",Interrupt,"0,003900"
"119,964354100",DPC,"0,028700"
"119,983349100",Interrupt,"0,003000"
"119,983353200",DPC,"0,013200"
"120,464350400",Interrupt,"0,004300"
"120,464355900",DPC,"0,028300"
"120,483349500",Interrupt,"0,002800"
"120,483353500",DPC,"0,013200"
"120,964350100",Interrupt,"0,003800"
"120,964355100",DPC,
"120,983350200",Interrupt,"0,003100"
"120,983354500",DPC,"0,015300"
"121,464384300",Interrupt,"0,006400"
"121,464407700",DPC,"0,029500"
"121,483350600",Interrupt,"0,003100"
"121,483354800",DPC,"0,015200"
"121,964351300",Interrupt,"0,004400"
"121,964356900",DPC,"0,028900"
"121,983361200",Interrupt,"0,002500"
"121,983370300",DPC,"0,014900"
"122,464352700",Interrupt,"0,004400"
"122,464358300",DPC,"0,028200"
"122,483351500",Interrupt,"0,002800"
"122,483355500",DPC,"0,014800"
"122,964354900",Interrupt,"0,004100"
"122,964390600",DPC,
"122,983352000",Interrupt,"0,003400"
"122,983356600",DPC,"0,016200"
"123,464352800",Interrupt,"0,004600"
"123,464358600",DPC,"0,028800"
"123,483352500",Interrupt,"0,002900"
"123,483356600",DPC,"0,016700"
"123,964353000",Interrupt,"0,004100"
"123,964358300",DPC,
"123,983352900",Interrupt,"0,003300"
"123,983357400",DPC,"0,018800"
"124,464353900",Interrupt,"0,004400"
"124,464359500",DPC,"0,029000"
"124,483354500",Interrupt,"0,002800"
"124,483358600",DPC,"0,015000"
"124,964354500",Interrupt,"0,004900"
"124,964360600",DPC,"0,028300"
"124,983354100",Interrupt,"0,003300"
"124,983358600",DPC,"0,015200"
"125,464354600",Interrupt,"0,004500"
"125,464360400",DPC,
"125,483354500",Interrupt,"0,003000"
"125,483358700",DPC,"0,015100"
"125,964365500",Interrupt,"0,003900"
"125,964379700",DPC,"0,024200"
"125,983354800",Interrupt,"0,003200"
"125,983359100",DPC,"0,016900"
"126,464355500",Interrupt,"0,004800"
"126,464361700",DPC,"0,028900"
"126,483355300",Interrupt,"0,002900"
"126,483359400",DPC,"0,016000"
"126,964356100",Interrupt,"0,004500"
"126,964361700",DPC,"0,029000"
"126,983355700",Interrupt,"0,003300"
"126,983360600",DPC,
"127,464356200",Interrupt,"0,005000"
"127,464362400",DPC,"0,028900"
"127,483356200",Interrupt,"0,003300"
"127,483360700",DPC,"0,016600"
"127,964361200",Interrupt,"0,004700"
"127,964384800",DPC,
"127,983356900",Interrupt,"0,003200"
"127,983361300",DPC,"0,019600"
"128,464357300",Interrupt,"0,004900"
"128,464363400",DPC,"0,029000"
"128,483356900",Interrupt,"0,003500"
"128,483363600",DPC,"0,014900"
"128,964358900",Interrupt,"0,004200"
"128,964364300",DPC,"0,028300"
"128,983357600",Interrupt,"0,004900"
"128,983365300",DPC,
"129,464357900",Interrupt,"0,004400"
"129,464365000",DPC,"0,028100"
"129,483358100",Interrupt,"0,002900"
"129,483362200",DPC,
"129,964358400",Interrupt,"0,005200"
"129,964414700",DPC,"0,027700"
"129,983358700",Interrupt,"0,003100"
"129,983362900",DPC,"0,016800"
"130,464359400",Interrupt,"0,004300"
"130,464364900",DPC,"0,028100"
"130,483359300",Interrupt,"0,002700"
"130,483363200",DPC,
"130,964382900",Interrupt,"0,005400"
"130,964405000",DPC,"0,028100"
"130,983360800",Interrupt,"0,003700"
"130,983365700",DPC,"0,016600"
"131,464360200",Interrupt,"0,004800"
"131,464366100",DPC,"0,029100"
"131,483360100",Interrupt,"0,002800"
"131,483364000",DPC,"0,014800"
"131,964367100",Interrupt,"0,003900"
"131,964378200",DPC,"0,024900"
"131,983360800",Interrupt,"0,003500"
"131,983365500",DPC,"0,018400"
"132,464367500",Interrupt,"0,004800"
"132,464383600",DPC,"0,024500"
"132,483361200",Interrupt,"0,003000"
"132,483365500",DPC,"0,013700"
"132,964362000",Interrupt,"0,005000"
"132,964368300",DPC,"0,028100"
"132,983361600",Interrupt,"0,002900"
"132,983365700",DPC,"0,014800"
"133,464365400",Interrupt,"0,004100"
"133,464395000",DPC,
"133,483362100",Interrupt,"0,003100"
"133,483366400",DPC,
"133,964362400",Interrupt,"0,005200"
"133,964368800",DPC,"0,028200"
"133,983362700",Interrupt,"0,003200"
"133,983367100",DPC,
"134,464363100",Interrupt,"0,004500"
"134,464368800",DPC,"0,028500"
"134,483363100",Interrupt,"0,003400"
"134,483367800",DPC,"0,028600"
"134,964363700",Interrupt,"0,004500"
"134,964369400",DPC,"0,033700"
"134,983374200",Interrupt,"0,002900"
"134,983385900",DPC,"0,017800"
"135,464364100",Interrupt,"0,004600"
"135,464369800",DPC,"0,029000"
"135,483363800",Interrupt,"0,002900"
"135,483367800",DPC,"0,013900"
"135,964364900",Interrupt,"0,004400"
"135,964385900",DPC,"0,024900"
"135,983364600",Interrupt,"0,003100"
"135,983368900",DPC,"0,014100"
"136,464364800",Interrupt,"0,004200"
"136,464374500",DPC,"0,025400"
"136,483364800",Interrupt,"0,002600"
"136,483368600",DPC,"0,015100"
"136,964366000",Interrupt,"0,004300"
"136,964371500",DPC,"0,028900"
"136,983365300",Interrupt,"0,003100"
"136,983369600",DPC,"0,014000"
"137,464366200",Interrupt,"0,004600"
"137,464372000",DPC,"0,028700"
"137,483366900",Interrupt,"0,002700"
"137,483370900",DPC,"0,014900"
"137,964369900",Interrupt,"0,003700"
"137,964380700",DPC,"0,024700"
"137,983366600",Interrupt,"0,002800"
"137,983370700",DPC,"0,014200"
"138,464367200",Interrupt,"0,004100"
"138,464372500",DPC,
"138,483370500",Interrupt,"0,002600"
"138,483383300",DPC,"0,017700"
"138,964367400",Interrupt,"0,004300"
"138,964372800",DPC,"0,029100"
"138,983367300",Interrupt,"0,002700"
"138,983371200",DPC,"0,014100"
"139,464367800",Interrupt,"0,004700"
"139,464373700",DPC,"0,028500"
"139,483371600",Interrupt,"0,002900"
"139,483433400",DPC,"0,019700"
"139,964368500",Interrupt,"0,004500"
"139,964374200",DPC,"0,029100"
"139,983368400",Interrupt,"0,002800"
"139,983372400",DPC,"0,013700"
"140,464368900",Interrupt,"0,004200"
"140,464374200",DPC,"0,028300"
"140,483368800",Interrupt,"0,002600"
"140,483372500",DPC,
"140,964373300",Interrupt,"0,005800"
"140,964386300",DPC,"0,025100"
"140,983369300",Interrupt,"0,002800"
"140,983373300",DPC,"0,014500"
"141,464369700",Interrupt,"0,004700"
"141,464375600",DPC,
"141,483380600",Interrupt,"0,002400"
"141,483390000",DPC,"0,014100"
"141,964370500",Interrupt,"0,004300"
"141,964376000",DPC,"0,028600"
"141,983370100",Interrupt,"0,002800"
"141,983374100",DPC,"0,013900"
"142,464370800",Interrupt,"0,004600"
"142,464376600",DPC,"0,029100"
"142,483370400",Interrupt,"0,002700"
"142,483374300",DPC,
"142,964371400",Interrupt,"0,004400"
"142,964377000",DPC,"0,028600"
"142,983371200",Interrupt,"0,003000"
"142,983375400",DPC,"0,015000"
"143,464372100",Interrupt,"0,004100"
"143,464377400",DPC,"0,029100"
"143,483371500",Interrupt,"0,003400"
"143,483376000",DPC,"0,016200"
"143,964380400",Interrupt,"0,003800"
"143,964410000",DPC,"0,029900"
"143,983373100",Interrupt,"0,002500"
"143,983376800",DPC,"0,014500"
"144,464386200",Interrupt,"0,005000"
"144,464409500",DPC,"0,030900"
"144,483375300",Interrupt,"0,002700"
"144,483384600",DPC,"0,021600"
"144,964373200",Interrupt,"0,004400"
"144,964378700",DPC,"0,028300"
"144,983373300",Interrupt,"0,002900"
"144,983377400",DPC,"0,012800"
"145,464373700",Interrupt,"0,004200"
"145,464379000",DPC,"0,029200"
"145,483373600",Interrupt,"0,003700"
"145,483378500",DPC,"0,015300"
"145,964374200",Interrupt,"0,004400"
"145,964379800",DPC,"0,028100"
"145,983373500",Interrupt,"0,002600"
"145,983378200",DPC,"0,013700"
"146,464375800",Interrupt,"0,004200"
"146,464381200",DPC,"0,028000"
"146,483374500",Interrupt,"0,003700"
"146,483379400",DPC,"0,018200"
"146,964375200",Interrupt,"0,004400"
"146,964380700",DPC,"0,029400"
"146,983374900",Interrupt,"0,002900"
"146,983379000",DPC,"0,015700"
"147,464375600",Interrupt,"0,004200"
"147,464381000",DPC,"0,028600"
"147,483375500",Interrupt,"0,003500"
"147,483380200",DPC,"0,018500"
"147,964376000",Interrupt,"0,004400"
"147,964381700",DPC,"0,029100"
"147,983376100",Interrupt,"0,003200"
"147,983380500",DPC,"0,015000"
"148,464376600",Interrupt,"0,005000"
"148,464396700",DPC,"0,024600"
"148,483376500",Interrupt,"0,002800"
"148,483380500",DPC,"0,015000"
"148,964377000",Interrupt,"0,004500"
"148,964382600",DPC,"0,029000"
"148,983376800",Interrupt,"0,003200"
"148,983381100",DPC,"0,015800"
"149,464390600",Interrupt,"0,004000"
"149,464400600",DPC,"0,024200"
"149,483377300",Interrupt,"0,003400"
"149,483381900",DPC,"0,016500"
"149,964378100",Interrupt,"0,004600"
"149,964383900",DPC,
"149,983377800",Interrupt,"0,003000"
"149,983382000",DPC,"0,016800"
"150,464378400",Interrupt,"0,004100"
"150,464383600",DPC,"0,028300"
"150,483378400",Interrupt,"0,002500"
"150,483385700",DPC,"0,015600"
"150,964379100",Interrupt,"0,004300"
"150,964384600",DPC,"0,029200"
"150,983378600",Interrupt,"0,003100"
"150,983382800",DPC,"0,017600"
"151,464379000",Interrupt,"0,007700"
"151,464388200",DPC,"0,026000"
"151,483379700",Interrupt,"0,006200"
"151,483401600",DPC,"0,017800"
"151,964379800",Interrupt,"0,005900"
"151,964387100",DPC,"0,027700"
"151,983379800",Interrupt,"0,003200"
"151,983384200",DPC,"0,017100"
"152,464380500",Interrupt,"0,004500"
"152,464386200",DPC,"0,027800"
"152,483380400",Interrupt,"0,003000"
"152,483384500",DPC,"0,016000"
"152,964382100",Interrupt,"0,005500"
"152,964394700",DPC,"0,024000"
"152,983380800",Interrupt,"0,006600"
"152,983389100",DPC,"0,024700"
"153,464381300",Interrupt,"0,004400"
"153,464386900",DPC,"0,027800"
"153,483381100",Interrupt,"0,002800"
"153,483385100",DPC,"0,013100"
"153,964381800",Interrupt,"0,004300"
"153,964387200",DPC,"0,028600"
"153,983391000",Interrupt,"0,002600"
"153,983451300",DPC,"0,018700"
"154,464396500",Interrupt,"0,003900"
"154,464426500",DPC,"0,028500"
"154,483382300",Interrupt,"0,002600"
"154,483386100",DPC,"0,015100"
"154,964382900",Interrupt,"0,004300"
"154,964388400",DPC,"0,029200"
"154,983382500",Interrupt,"0,002700"
"154,983386400",DPC,"0,013200"
"155,464383300",Interrupt,"0,004600"
"155,464389100",DPC,"0,028800"
"155,483383000",Interrupt,"0,002700"
"155,483386900",DPC,"0,013100"
"155,964383700",Interrupt,"0,004300"
"155,964389200",DPC,
"155,983390400",Interrupt,"0,004300"
"155,983411300",DPC,"0,013700"
"156,464386300",Interrupt,"0,004100"
"156,464416300",DPC,"0,022500"
"156,483384200",Interrupt,"0,002500"
"156,483387900",DPC,"0,012500"
"156,964384800",Interrupt,"0,004600"
"156,964390600",DPC,"0,027600"
"156,983384500",Interrupt,"0,002700"
"156,983388300",DPC,"0,012900"
"157,464385300",Interrupt,"0,004400"
"157,464391000",DPC,"0,029400"
"157,483385200",Interrupt,"0,002800"
"157,483389200",DPC,"0,013000"
"157,964385600",Interrupt,"0,004600"
"157,964391400",DPC,"0,027800"
"157,983385700",Interrupt,"0,002100"
"157,983389100",DPC,"0,011900"
"158,464386100",Interrupt,"0,004100"
"158,464391400",DPC,
"158,483387400",Interrupt,"0,002600"
"158,483461700",DPC,"0,019400"
"158,964386700",Interrupt,"0,004400"
"158,964392400",DPC,"0,038900"
"158,983396600",Interrupt,"0,002300"
"158,983456700",DPC,"0,017700"
"159,464388300",Interrupt,"0,004500"
"159,464394000",DPC,"0,027700"
"159,483386800",Interrupt,"0,003000"
"159,483391100",DPC,"0,016900"
"159,964387700",Interrupt,"0,004400"
"159,964393300",DPC,
"159,983387500",Interrupt,"0,003500"
"159,983392200",DPC,"0,016500"
"160,464388100",Interrupt,"0,004000"
"160,464393400",DPC,"0,028300"
"160,483387800",Interrupt,"0,002600"
"160,483391600",DPC,"0,012600"
"160,964388600",Interrupt,"0,004300"
"160,964394100",DPC,"0,027900"
"160,983388100",Interrupt,"0,002400"
"160,983399000",DPC,"0,022200"
"161,464394900",Interrupt,"0,004200"
"161,464407800",DPC,"0,030700"
"161,483390100",Interrupt,"0,003900"
"161,483398100",DPC,"0,024800"
"161,964389500",Interrupt,"0,004500"
"161,964395300",DPC,"0,028400"
"161,983389400",Interrupt,"0,003100"
"161,983409100",DPC,"0,015700"
"162,464390300",Interrupt,"0,004200"
"162,464395700",DPC,"0,029000"
"162,483390000",Interrupt,"0,003200"
"162,483394400",DPC,"0,015300"
"162,964390700",Interrupt,"0,004600"
"162,964396400",DPC,"0,028600"
"162,983390500",Interrupt,"0,003900"
"162,983395700",DPC,"0,018900"
"163,464406100",Interrupt,"0,004300"
"163,464417600",DPC,
"163,483398500",Interrupt,"0,002500"
"163,483409500",DPC,"0,015500"
"163,964391300",Interrupt,"0,004300"
"163,964396800",DPC,"0,028900"
"163,983391400",Interrupt,"0,003700"
"163,983396200",DPC,"0,018100"
"164,464388000",Interrupt,"0,004300"
"164,464393500",DPC,"0,028500"
"164,483392100",Interrupt,"0,002900"
"164,483396100",DPC,"0,013800"
"164,964413500",Interrupt,"0,004700"
"164,964445000",DPC,"0,028700"
"164,983392700",Interrupt,"0,003200"
"164,983397100",DPC,"0,017400"
"165,464392800",Interrupt,"0,004500"
"165,464398500",DPC,"0,029400"
"165,483392700",Interrupt,"0,002700"
"165,483396600",DPC,"0,014600"
"165,964393300",Interrupt,"0,004000"
"165,964398400",DPC,"0,029400"
"165,983393000",Interrupt,"0,004100"
"165,983398500",DPC,"0,018200"
"166,464393900",Interrupt,"0,004100"
"166,464399300",DPC,"0,028800"
"166,483393500",Interrupt,"0,002600"
"166,483413400",DPC,"0,014600"
"166,964394400",Interrupt,"0,003900"
"166,964415500",DPC,"0,024200"
"166,983394300",Interrupt,"0,003300"
"166,983398800",DPC,"0,017400"
"167,464425000",Interrupt,"0,006000"
"167,464447000",DPC,"0,029800"
"167,483394800",Interrupt,"0,002800"
"167,483398800",DPC,"0,015400"
"167,964395400",Interrupt,"0,004100"
"167,964400700",DPC,"0,029100"
"167,983396300",Interrupt,"0,003400"
"167,983400900",DPC,"0,017400"
"168,464395800",Interrupt,"0,004400"
"168,464401300",DPC,"0,029000"
"168,483395800",Interrupt,"0,002700"
"168,483399700",DPC,"0,013300"
"168,964405200",Interrupt,"0,003800"
"168,964415300",DPC,
"168,983396000",Interrupt,"0,002700"
"168,983399900",DPC,
"169,464396400",Interrupt,"0,004600"
"169,464406400",DPC,"0,025400"
"169,483396300",Interrupt,"0,002500"
"169,483415300",DPC,"0,015400"
"169,964397200",Interrupt,"0,004100"
"169,964402500",DPC,"0,028000"
"169,983410700",Interrupt,"0,004100"
"169,983431700",DPC,"0,012200"
"170,464397900",Interrupt,"0,004100"
"170,464403200",DPC,"0,028000"
"170,483397600",Interrupt,"0,002500"
"170,483401300",DPC,"0,017900"
"170,964398200",Interrupt,"0,004200"
"170,964419300",DPC,"0,022500"
"170,983398400",Interrupt,"0,002700"
"170,983402300",DPC,"0,012600"
"171,464398700",Interrupt,"0,004500"
"171,464404400",DPC,
"171,483398200",Interrupt,"0,002700"
"171,483417400",DPC,"0,015100"
"171,964399000",Interrupt,"0,004400"
"171,964404600",DPC,"0,028000"
"171,983399200",Interrupt,"0,003600"
"171,983404000",DPC,"0,017200"
"172,464399600",Interrupt,"0,004600"
"172,464405300",DPC,
"172,483400300",Interrupt,"0,002800"
"172,483404300",DPC,"0,015100"
"172,964418600",Interrupt,"0,006300"
"172,964441900",DPC,"0,028200"
"172,983399900",Interrupt,"0,003200"
"172,983404300",DPC,"0,014800"
"173,464400500",Interrupt,"0,004500"
"173,464406200",DPC,
"173,483400500",Interrupt,"0,003200"
"173,483404800",DPC,"0,015400"
"173,964401200",Interrupt,"0,004300"
"173,964406700",DPC,"0,029000"
"173,983401000",Interrupt,"0,002700"
"173,983404900",DPC,"0,015500"
"174,464401600",Interrupt,"0,004300"
"174,464407100",DPC,"0,029400"
"174,483416600",Interrupt,"0,002700"
"174,483425900",DPC,"0,014600"
"174,964402100",Interrupt,"0,004400"
"174,964407800",DPC,
"174,983401800",Interrupt,"0,002900"
"174,983405900",DPC,"0,014900"
"175,464430000",Interrupt,"0,004100"
"175,464460300",DPC,"0,032600"
"175,483402200",Interrupt,"0,002900"
"175,483406300",DPC,
"175,964402800",Interrupt,"0,004300"
"175,964420600",DPC,"0,024300"
"175,983403100",Interrupt,"0,004700"
"175,983409000",DPC,"0,017700"
"176,464403500",Interrupt,"0,004500"
"176,464409200",DPC,"0,028800"
"176,483403300",Interrupt,"0,002700"
"176,483407200",DPC,"0,013100"
"176,964404900",Interrupt,"0,004500"
"176,964410600",DPC,"0,028100"
"176,983403400",Interrupt,"0,002900"
"176,983407500",DPC,"0,015800"
"177,464404400",Interrupt,"0,004600"
"177,464410200",DPC,"0,029000"
"177,483404400",Interrupt,"0,003100"
"177,483408700",DPC,"0,014800"
"177,964404900",Interrupt,"0,004400"
"177,964410500",DPC,"0,028600"
"177,983404500",Interrupt,"0,003100"
"177,983410000",DPC,"0,015900"
"178,464419800",Interrupt,"0,004300"
"178,464431600",DPC,"0,025200"
"178,483405300",Interrupt,"0,002900"
"178,483409400",DPC,
"178,964405900",Interrupt,"0,004500"
"178,964411600",DPC,"0,032100"
"178,983405700",Interrupt,"0,003300"
"178,983410200",DPC,"0,017600"
"179,464406400",Interrupt,"0,004600"
"179,464412100",DPC,
"179,483406200",Interrupt,"0,004100"
"179,483411600",DPC,"0,027400"
"179,964406600",Interrupt,"0,004400"
"179,964412100",DPC,"0,028400"
"179,983406600",Interrupt,"0,003100"
"179,983410800",DPC,"0,015300"
"180,464407500",Interrupt,"0,004400"
"180,464413100",DPC,"0,029100"
"180,483407300",Interrupt,"0,002700"
"180,483411100",DPC,"0,015300"
"180,964407800",Interrupt,"0,004300"
"180,964413300",DPC,"0,028900"
"180,983408600",Interrupt,"0,002700"
"180,983412400",DPC,
"181,464408200",Interrupt,"0,004800"
"181,464414200",DPC,"0,029000"
"181,483408100",Interrupt,"0,002900"
"181,483412200",DPC,"0,013900"
"181,964408600",Interrupt,"0,004500"
"181,964414300",DPC,"0,027700"
"181,983408600",Interrupt,"0,003500"
"181,983433100",DPC,"0,014100"
"182,464409600",Interrupt,"0,004300"
"182,464415100",DPC,"0,027800"
"182,483409500",Interrupt,"0,003300"
"182,483414000",DPC,"0,016300"
"182,964409800",Interrupt,"0,003700"
"182,964414700",DPC,"0,028300"
"182,983409500",Interrupt,"0,002900"
"182,983413500",DPC,
"183,464411400",Interrupt,"0,004300"
"183,464416900",DPC,"0,028100"
"183,483410200",Interrupt,"0,004700"
"183,483416100",DPC,"0,027300"
"183,964410600",Interrupt,"0,003600"
"183,964430800",DPC,"0,021200"
"183,983414100",Interrupt,"0,004200"
"183,983425200",DPC,"0,017900"
"184,464411100",Interrupt,"0,004500"
"184,464416800",DPC,"0,028900"
"184,483411000",Interrupt,"0,002900"
"184,483415000",DPC,"0,015500"
"184,964411600",Interrupt,"0,004200"
"184,964417000",DPC,"0,028100"
"184,983411500",Interrupt,"0,002400"
"184,983415100",DPC,"0,012700"
"185,464415600",Interrupt,"0,004100"
"185,464429000",DPC,"0,026000"
"185,483411800",Interrupt,"0,003300"
"185,483416300",DPC,"0,017400"
"185,964412500",Interrupt,"0,004100"
"185,964449600",DPC,
"185,983412400",Interrupt,"0,002800"
"185,983416400",DPC,"0,012600"
